Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-10-28 00:00:00-04:00,63.68000030517578,67.31999969482422,61.849998474121094,62.41999816894531,27360400,0.0,0.0
2025-10-29 00:00:00-04:00,61.45000076293945,63.0099983215332,58.02000045776367,60.41999816894531,28918700,0.0,0.0
2025-10-30 00:00:00-04:00,58.560001373291016,61.0099983215332,57.279998779296875,58.220001220703125,18455700,0.0,0.0
2025-10-31 00:00:00-04:00,61.79999923706055,63.18000030517578,59.459999084472656,60.75,20997100,0.0,0.0
2025-11-03 00:00:00-05:00,73.06999969482422,75.7300033569336,64.37999725341797,67.75,80440700,0.0,0.0
2025-11-04 00:00:00-05:00,64.21499633789062,72.45500183105469,63.29999923706055,66.62999725341797,45952300,0.0,0.0
2025-11-05 00:00:00-05:00,68.80000305175781,76.87000274658203,67.69999694824219,76.41000366210938,45875000,0.0,0.0
2025-11-06 00:00:00-05:00,75.76000213623047,75.79000091552734,66.66999816894531,66.95999908447266,52439800,0.0,0.0
2025-11-07 00:00:00-05:00,65.11000061035156,65.70999908447266,58.380001068115234,62.380001068115234,53464600,0.0,0.0
2025-11-10 00:00:00-05:00,65.8499984741211,68.30000305175781,59.779998779296875,60.16999816894531,39901000,0.0,0.0
2025-11-11 00:00:00-05:00,59.27000045776367,59.63999938964844,56.08000183105469,57.380001068115234,29975800,0.0,0.0
2025-11-12 00:00:00-05:00,58.310001373291016,58.45000076293945,53.540000915527344,55.70000076293945,28778000,0.0,0.0
2025-11-13 00:00:00-05:00,52.75,53.369998931884766,48.029998779296875,48.650001525878906,49348200,0.0,0.0
2025-11-14 00:00:00-05:00,45.63999938964844,50.18000030517578,44.54999923706055,46.369998931884766,49855900,0.0,0.0
2025-11-17 00:00:00-05:00,46.11000061035156,49.41999816894531,45.45000076293945,47.40999984741211,33606900,0.0,0.0
2025-11-18 00:00:00-05:00,46.814998626708984,50.66999816894531,46.5,48.849998474121094,37845900,0.0,0.0
2025-11-19 00:00:00-05:00,49.529998779296875,52.31999969482422,45.52000045776367,45.83000183105469,42020900,0.0,0.0
2025-11-20 00:00:00-05:00,48.970001220703125,54.060001373291016,43.20000076293945,43.470001220703125,63289000,0.0,0.0
2025-11-21 00:00:00-05:00,42.86000061035156,44.47999954223633,39.52000045776367,42.2599983215332,50691400,0.0,0.0
2025-11-24 00:00:00-05:00,43.0,48.9900016784668,42.91999816894531,48.4900016784668,36655400,0.0,0.0
2025-11-25 00:00:00-05:00,47.01499938964844,47.97999954223633,44.099998474121094,47.470001220703125,38228300,0.0,0.0
2025-11-26 00:00:00-05:00,49.375,49.43000030517578,46.040000915527344,48.45000076293945,26981700,0.0,0.0
2025-11-28 00:00:00-05:00,49.54499816894531,51.5,47.244998931884766,47.810001373291016,19588900,0.0,0.0
2025-12-01 00:00:00-05:00,45.17499923706055,48.84000015258789,44.2599983215332,48.4900016784668,22962900,0.0,0.0
2025-12-02 00:00:00-05:00,45.86000061035156,47.099998474121094,40.83000183105469,41.119998931884766,83201700,0.0,0.0
2025-12-03 00:00:00-05:00,41.1349983215332,44.369998931884766,39.93000030517578,43.959999084472656,60083200,0.0,0.0
2025-12-04 00:00:00-05:00,42.97999954223633,46.83000183105469,42.52000045776367,46.45000076293945,37973700,0.0,0.0
2025-12-05 00:00:00-05:00,45.599998474121094,46.25,44.04999923706055,44.709999084472656,28827200,0.0,0.0
2025-12-08 00:00:00-05:00,45.31999969482422,46.560001373291016,43.619998931884766,46.34000015258789,31025500,0.0,0.0
2025-12-09 00:00:00-05:00,45.810001373291016,48.90999984741211,45.20000076293945,46.84000015258789,30778400,0.0,0.0
2025-12-10 00:00:00-05:00,46.41999816894531,46.41999816894531,43.845001220703125,43.91999816894531,32084700,0.0,0.0
2025-12-11 00:00:00-05:00,43.119998931884766,44.040000915527344,40.86000061035156,43.939998626708984,26514600,0.0,0.0
2025-12-12 00:00:00-05:00,43.34000015258789,44.16999816894531,39.31999969482422,40.130001068115234,35607100,0.0,0.0
2025-12-15 00:00:00-05:00,40.34000015258789,40.369998931884766,35.36000061035156,35.47999954223633,47434800,0.0,0.0
2025-12-16 00:00:00-05:00,34.88999938964844,36.755001068115234,33.34000015258789,36.59000015258789,44868200,0.0,0.0
2025-12-17 00:00:00-05:00,37.16999816894531,37.38999938964844,33.611000061035156,33.779998779296875,33031700,0.0,0.0
2025-12-18 00:00:00-05:00,35.65999984741211,36.92499923706055,35.06999969482422,35.79999923706055,36087300,0.0,0.0
2025-12-19 00:00:00-05:00,36.900001525878906,40.36000061035156,36.689998626708984,39.91999816894531,30827100,0.0,0.0
2025-12-22 00:00:00-05:00,42.0620002746582,43.52000045776367,41.0099983215332,42.040000915527344,34981800,0.0,0.0
2025-12-23 00:00:00-05:00,40.720001220703125,43.369998931884766,40.650001525878906,42.06999969482422,22761100,0.0,0.0
2025-12-24 00:00:00-05:00,41.83000183105469,42.88999938964844,40.849998474121094,41.97999954223633,10710700,0.0,0.0
2025-12-26 00:00:00-05:00,42.529998779296875,42.63999938964844,39.529998779296875,40.29999923706055,20249600,0.0,0.0
2025-12-29 00:00:00-05:00,39.38999938964844,42.290000915527344,39.060001373291016,39.40999984741211,22027500,0.0,0.0
2025-12-30 00:00:00-05:00,39.619998931884766,39.900001525878906,38.119998931884766,38.29999923706055,19073000,0.0,0.0
2025-12-31 00:00:00-05:00,38.349998474121094,39.029998779296875,37.20000076293945,37.77000045776367,20982400,0.0,0.0
2026-01-02 00:00:00-05:00,39.0099983215332,42.75,38.06999969482422,42.70000076293945,30533300,0.0,0.0
2026-01-05 00:00:00-05:00,44.79999923706055,48.29999923706055,44.16999816894531,48.2400016784668,47924800,0.0,0.0
2026-01-06 00:00:00-05:00,47.20500183105469,47.900001525878906,43.18000030517578,45.90999984741211,38993600,0.0,0.0
2026-01-07 00:00:00-05:00,45.4900016784668,46.632999420166016,43.599998474121094,43.625,21816500,0.0,0.0
2026-01-08 00:00:00-05:00,43.73500061035156,47.57500076293945,42.54999923706055,45.68000030517578,34060200,0.0,0.0
2026-01-09 00:00:00-05:00,46.875,50.099998474121094,45.720001220703125,46.029998779296875,41300400,0.0,0.0
2026-01-12 00:00:00-05:00,46.724998474121094,51.625,45.849998474121094,50.33000183105469,53225800,0.0,0.0
2026-01-13 00:00:00-05:00,50.650001525878906,53.0,49.81999969482422,52.9900016784668,42181900,0.0,0.0
2026-01-14 00:00:00-05:00,53.224998474121094,53.659000396728516,50.81999969482422,52.880001068115234,38744000,0.0,0.0
2026-01-15 00:00:00-05:00,53.2400016784668,54.63999938964844,50.75,51.88999938964844,38235000,0.0,0.0
2026-01-16 00:00:00-05:00,52.404998779296875,58.75,51.91999816894531,57.81999969482422,53965900,0.0,0.0
2026-01-20 00:00:00-05:00,54.95000076293945,57.650001525878906,53.33000183105469,54.2599983215332,45490100,0.0,0.0
2026-01-21 00:00:00-05:00,55.91999816894531,57.189998626708984,48.83000183105469,53.47999954223633,62001200,0.0,0.0
2026-01-22 00:00:00-05:00,55.03499984741211,56.6879997253418,51.81999969482422,52.2599983215332,32969600,0.0,0.0
2026-01-23 00:00:00-05:00,52.36000061035156,58.58000183105469,50.11199951171875,56.68000030517578,56438700,0.0,0.0
2026-01-26 00:00:00-05:00,56.138999938964844,57.04560089111328,53.02000045776367,53.5,20983664,0.0,0.0
