Datetime,Open,High,Low,Close,Volume
2025-11-30 16:00:00-05:00,4245.10009765625,4269.7998046875,4214.89990234375,4267.2001953125,13103
2025-11-30 20:00:00-05:00,4266.7001953125,4291.7998046875,4223.0,4280.5,36994
2025-12-01 00:00:00-05:00,4280.5,4288.7998046875,4220.2998046875,4279.2001953125,33101
2025-12-01 04:00:00-05:00,4279.2998046875,4297.7998046875,4250.89990234375,4280.7998046875,26792
2025-12-01 08:00:00-05:00,4280.60009765625,4299.60009765625,4219.2998046875,4258.89990234375,78093
2025-12-01 12:00:00-05:00,4259.10009765625,4278.7998046875,4222.89990234375,4270.7998046875,30347
2025-12-01 16:00:00-05:00,4270.7998046875,4274.10009765625,4230.5,4259.60009765625,5794
2025-12-01 20:00:00-05:00,4259.7001953125,4260.0,4199.7001953125,4249.10009765625,30799
2025-12-02 00:00:00-05:00,4249.7001953125,4258.10009765625,4209.2998046875,4241.39990234375,22747
2025-12-02 04:00:00-05:00,4241.2001953125,4244.39990234375,4182.10009765625,4239.7998046875,32638
2025-12-02 08:00:00-05:00,4239.7998046875,4262.2001953125,4167.0,4215.7001953125,86289
2025-12-02 12:00:00-05:00,4215.2998046875,4244.10009765625,4187.7001953125,4241.60009765625,31367
2025-12-02 16:00:00-05:00,4241.60009765625,4248.0,4206.89990234375,4243.0,6521
2025-12-02 20:00:00-05:00,4243.2001953125,4260.10009765625,4215.7001953125,4252.60009765625,17267
2025-12-03 00:00:00-05:00,4253.5,4254.7998046875,4202.89990234375,4236.60009765625,23769
2025-12-03 04:00:00-05:00,4236.89990234375,4245.0,4195.7001953125,4244.5,22544
2025-12-03 08:00:00-05:00,4244.5,4273.2998046875,4209.0,4231.89990234375,70189
2025-12-03 12:00:00-05:00,4231.60009765625,4246.89990234375,4199.2001953125,4237.2001953125,27375
2025-12-03 16:00:00-05:00,4237.39990234375,4245.60009765625,4232.2998046875,4241.2998046875,4983
2025-12-03 20:00:00-05:00,4241.2001953125,4246.89990234375,4211.0,4224.7001953125,20193
2025-12-04 00:00:00-05:00,4225.60009765625,4227.60009765625,4175.0,4213.89990234375,25876
2025-12-04 04:00:00-05:00,4213.7001953125,4236.39990234375,4184.2998046875,4219.89990234375,22457
2025-12-04 08:00:00-05:00,4219.89990234375,4251.10009765625,4203.2001953125,4245.89990234375,56192
2025-12-04 12:00:00-05:00,4246.2001953125,4248.10009765625,4202.0,4240.2001953125,24709
2025-12-04 16:00:00-05:00,4240.2001953125,4240.89990234375,4207.0,4231.7001953125,4249
2025-12-04 20:00:00-05:00,4231.7001953125,4247.0,4204.10009765625,4246.0,19398
2025-12-05 00:00:00-05:00,4246.39990234375,4261.10009765625,4243.60009765625,4250.7001953125,21691
2025-12-05 04:00:00-05:00,4250.5,4260.0,4245.7998046875,4259.0,14689
2025-12-05 08:00:00-05:00,4259.0,4290.5,4207.39990234375,4244.10009765625,94707
2025-12-05 12:00:00-05:00,4244.0,4251.0,4205.10009765625,4231.60009765625,29529
2025-12-05 16:00:00-05:00,4231.39990234375,4231.7001953125,4194.5,4227.7001953125,3823
2025-12-07 16:00:00-05:00,4228.10009765625,4241.2998046875,4224.5,4240.2001953125,6798
2025-12-07 20:00:00-05:00,4240.39990234375,4241.89990234375,4204.7998046875,4236.2998046875,15276
2025-12-08 00:00:00-05:00,4237.0,4247.89990234375,4208.5,4239.2001953125,16544
2025-12-08 04:00:00-05:00,4238.89990234375,4245.10009765625,4203.39990234375,4243.2998046875,16709
2025-12-08 08:00:00-05:00,4243.2998046875,4244.39990234375,4195.2998046875,4220.7001953125,62497
2025-12-08 12:00:00-05:00,4220.7998046875,4225.0,4213.0,4221.10009765625,24003
2025-12-08 16:00:00-05:00,4221.2001953125,4224.89990234375,4217.89990234375,4219.60009765625,4367
2025-12-08 20:00:00-05:00,4219.5,4227.60009765625,4213.60009765625,4216.60009765625,18927
2025-12-09 00:00:00-05:00,4215.89990234375,4220.2998046875,4197.7998046875,4220.2998046875,30104
2025-12-09 04:00:00-05:00,4220.10009765625,4242.2998046875,4219.39990234375,4233.39990234375,25083
2025-12-09 08:00:00-05:00,4233.60009765625,4251.7001953125,4218.0,4242.10009765625,68301
2025-12-09 12:00:00-05:00,4242.39990234375,4246.0,4230.10009765625,4240.7998046875,24568
2025-12-09 16:00:00-05:00,4240.89990234375,4241.7998046875,4235.2001953125,4236.89990234375,4161
2025-12-09 20:00:00-05:00,4237.2001953125,4247.89990234375,4232.5,4235.89990234375,13990
2025-12-10 00:00:00-05:00,4235.5,4242.60009765625,4224.7998046875,4225.7998046875,18127
2025-12-10 04:00:00-05:00,4225.60009765625,4230.2998046875,4215.2998046875,4224.5,19598
2025-12-10 08:00:00-05:00,4224.60009765625,4235.2998046875,4216.60009765625,4233.2001953125,43025
2025-12-10 12:00:00-05:00,4233.0,4268.7998046875,4207.7998046875,4259.10009765625,77868
2025-12-10 16:00:00-05:00,4259.10009765625,4274.60009765625,4251.0,4266.5,10396
2025-12-10 20:00:00-05:00,4266.5,4277.7001953125,4235.7001953125,4241.2001953125,28726
2025-12-11 00:00:00-05:00,4240.60009765625,4247.39990234375,4231.2001953125,4244.0,16439
2025-12-11 04:00:00-05:00,4244.0,4253.89990234375,4235.60009765625,4248.0,19169
2025-12-11 08:00:00-05:00,4248.0,4309.39990234375,4231.89990234375,4304.39990234375,95289
2025-12-11 12:00:00-05:00,4304.10009765625,4317.2998046875,4292.60009765625,4304.7998046875,47004
2025-12-11 16:00:00-05:00,4304.89990234375,4313.5,4298.7001953125,4299.60009765625,8041
2025-12-11 20:00:00-05:00,4299.5,4307.60009765625,4295.5,4297.60009765625,14959
2025-12-12 00:00:00-05:00,4297.5,4340.7001953125,4297.0,4339.10009765625,27123
